date, pm25, pm10, o3, no2, so2, co
2020/1/20, 165, 93, 46, 33, 5, 15
2020/1/21, 192, 81, 47, 23, 4, 10
2020/1/22, 177, 66, 31, 24, 3, 12
2020/1/23, 162, 33, 28, 13, 2, 8
2020/1/24, 96, 49, 40, 7, 3, 8
2020/1/25, 121, 17, 29, 6, 2, 7
2020/1/26, 54, 17, 32, 5, 3, 5
2020/1/27, 58, 23, 33, 5, 2, 6
2020/1/28, 77, 66, 26, 8, 3, 10
2020/1/29, 164, 59, 43, 7, 5, 8
2020/1/30, 156, 62, 41, 6, 5, 10
2020/1/31, 158, 47, 38, 10, 5, 9
2020/2/1, 126, 28, 32, 18, 4, 6
2019/10/2, 46, 19, 21, 10, 3, 4
2019/10/3, 57, 34, 34, 18, 3, 5
2019/10/4, 76, 45, 52, 14, 3, 4
2019/10/5, 116, 38, 44, 10, 3, 4
2019/10/6, 92, 33, 41, 11, 3, 3
2019/10/7, 45, 48, 28, 19, 4, 5
2019/10/8, 93, 53, 27, 21, 4, 9
2019/10/9, 138, 51, 35, 23, 4, 8
2019/10/10, 105, 38, 55, 17, 4, 4
2019/10/11, 65, 50, 32, 19, 5, 7
2019/10/12, 113, 47, 50, 12, 4, 5
2019/10/13, 135, 40, 44, 15, 3, 4
2019/10/14, 87, 39, 38, 13, 3, 4
2019/10/15, 76, 31, 33, 11, 3, 3
2019/10/16, 54, 43, 36, 18, 3, 3
2019/10/17, 73, 43, 42, 18, 4, 4
2019/10/18, 82, 39, 44, 19, 4, 4
2019/10/19, 77, 49, 54, 22, 4, 5
2019/10/20, 115, 52, 64, 26, 4, 6
2019/10/21, 133, 45, 50, 22, 4, 5
2019/10/22, 118, 47, 48, 27, 4, 5
2019/10/23, 96, 49, 51, 21, 3, 5
2019/10/24, 112, 38, 47, 17, 3, 5
2019/10/25, 90, 61, 64, 21, 4, 7
2019/10/26, 123, 36, 31, 13, 4, 5
2019/10/27, 78, 40, 26, 23, 4, 5
2019/10/28, 72, 61, 38, 34, 5, 8
2019/10/29, 144, 142, 49, 30, 6, 9
2019/10/30, 158, 145, 44, 38, 5, 8
2019/10/31, 134, 147, 80, 29, 5, 7
2019/11/1, 146, 82, 62, 27, 5, 7
2019/11/2, 125, 107, 84, 20, 5, 9
2019/11/3, 160, 47, 57, 13, 4, 7
2019/11/4, 96, 48, 48, 11, 4, 7
2019/11/5, 101, 27, 42, 15, 4, 5
2019/11/6, 67, 28, 36, 19, 4, 5
2019/11/7, 57, 44, 47, 18, 4, 6
2019/11/8, 102, 27, 37, 13, 4, 4
2019/11/9, 53, 24, 38, 19, 4, 5
2019/11/10, 50, 51, 58, 28, 5, 6
2019/11/11, 107, 80, 34, 37, 6, 8
2019/11/12, 124, 68, 32, 29, 5, 6
2019/11/13, 82, 66, 39, 27, 6, 9
2019/11/14, 127, 72, 32, 16, 4, 6
2019/11/15, 75, 56, 44, 23, 5, 6
2019/11/16, 72, 42, 51, 23, 5, 7
2019/11/17, 78, 43, 34, 24, 5, 7
2019/11/18, 86, 83, 27, 13, 4, 7
2019/11/19, 132, 98, 29, 15, 5, 7
2019/11/20, 103, 68, 31, 22, 4, 6
2019/11/21, 78, 34, 26, 26, 3, 5
2019/11/22, 56, 45, 20, 33, 4, 6
2019/11/23, 82, 37, 17, 28, 3, 6
2019/11/24, 72, 36, 30, 21, 3, 6
2019/11/25, 98, 30, 26, 11, 2, 4
2019/11/26, 57, 25, 20, 20, 3, 5
2019/11/27, 62, 20, 24, 18, 2, 5
2019/11/28, 64, 33, 24, 15, 3, 6
2019/11/29, 68, 32, 21, 21, 3, 6
2019/11/30, 71, 25, 17, 29, 3, 5
2019/12/1, 62, 28, 20, 22, , 8
2019/12/2, 85, 59, 22, 26, 6, 11
2019/12/3, 143, 69, 27, 40, 7, 11
2019/12/4, 166, 87, 20, 62, 8, 14
2019/12/5, 180, 58, 30, 31, 6, 7
2019/12/6, 141, 21, 31, 13, 3, 3
2019/12/7, 58, 39, 32, 28, 5, 6
2019/12/8, 109, 68, 34, 44, 6, 9
2019/12/9, 162, 77, 29, 55, 6, 8
2019/12/10, 172, 69, 29, 58, 6, 7
2019/12/11, 163, 92, 37, 47, 7, 12
2019/12/12, 185, 46, 30, 22, 4, 8
2019/12/13, 102, 50, 31, 29, 4, 8
2019/12/14, 97, 64, 32, 33, 5, 10
2019/12/15, 141, 31, 26, 20, 3, 6
2019/12/16, 64, 44, 29, 27, 4, 7
2019/12/17, 97, 66, 8, 29, 4, 11
2019/12/18, 156, 39, 23, 17, 3, 7
2019/12/19, 97, 32, 18, 21, 3, 7
2019/12/20, 86, 43, 21, 27, 4, 9
2019/12/21, 119, 32, 26, 26, 3, 8
2019/12/22, 93, 18, 27, 21, 3, 8
2019/12/23, 65, 34, 28, 24, 3, 9
2019/12/24, 101, 41, 26, 22, 3, 7
2019/12/25, 104, 30, 18, 31, 3, 6
2019/12/26, 83, 32, 18, 22, 3, 9
2019/12/27, 96, 59, 21, 28, 5, 10
2019/12/28, 155, 66, 33, 34, 5, 10
2019/12/29, 146, 37, 20, 31, 4, 6
2019/12/30, 100, , , , , 
2019/7/2, 64, 25, 47, 14, 1, 4
2019/7/3, 70, 33, 51, 10, 1, 4
2019/7/4, 89, 42, 52, 12, 2, 5
2019/7/5, 111, 44, 53, 13, 2, 5
2019/7/6, 106, 42, 52, 10, 1, 4
2019/7/7, 107, 40, 96, 13, 1, 7
2019/7/8, 96, 52, 89, 16, 4, 7
2019/7/9, 136, 23, 31, 10, 2, 4
2019/7/10, 69, 24, 33, 16, 2, 5
2019/7/11, 65, 42, 47, 21, 2, 6
2019/7/12, 136, 34, 27, 17, 3, 5
2019/7/13, 97, 16, 40, 10, 2, 4
2019/7/14, 58, 38, 75, 14, 2, 5
2019/7/15, 97, 33, 51, 10, 1, 4
2019/7/16, 82, 26, 32, 10, 2, 4
2019/7/17, 70, 32, 35, 9, 1, 3
2019/7/18, 79, 22, 16, 9, 1, 3
2019/7/19, 62, 19, 18, 9, 1, 4
2019/7/20, 59, 34, 45, 16, 2, 6
2019/7/21, 83, 47, 80, 15, 2, 5
2019/7/22, 111, 44, 70, 11, 1, 5
2019/7/23, 101, 42, 90, 13, 2, 4
2019/7/24, 83, 49, 73, 21, 3, 6
2019/7/25, 101, 53, 65, 23, 2, 6
2019/7/26, 111, 58, 86, 22, 2, 6
2019/7/27, 134, 50, 66, 22, 3, 6
2019/7/28, 113, 39, 58, 11, 2, 3
2019/7/29, 80, 33, 73, 11, 2, 3
2019/7/30, 67, 34, 83, 13, 3, 2
2019/7/31, 58, 29, 53, 13, 2, 5
2019/8/1, 56, 30, 35, 10, 2, 4
2019/8/2, 52, 25, 23, 9, 2, 3
2019/8/3, 54, 29, 20, 9, 2, 3
2019/8/4, 63, 27, 17, 11, 1, 5
2019/8/5, 45, 29, 18, 8, 2, 5
2019/8/6, 54, 28, 34, 9, 2, 4
2019/8/7, 71, 42, 34, 9, 2, 5
2019/8/8, 88, 30, 14, 8, 2, 4
2019/8/9, 64, 28, 12, 7, 2, 4
2019/8/10, 60, 20, 31, 4, 1, 5
2019/8/11, 56, 17, 31, 8, 1, 6
2019/8/12, 38, 35, 67, 14, 2, 7
2019/8/13, 71, 49, 68, 24, 2, 8
2019/8/14, 103, 53, 108, 19, 2, 8
2019/8/15, 117, 49, 92, 16, 3, 10
2019/8/16, 123, 56, 122, 15, 3, 10
2019/8/17, 155, 61, 129, 16, 4, 9
2019/8/18, 143, 56, 72, 17, 2, 8
2019/8/19, 128, 33, 60, 14, 2, 7
2019/8/20, 73, 29, 53, 12, 2, 7
2019/8/21, 69, 45, 86, 17, 3, 7
2019/8/22, 91, 54, 78, 15, 2, 6
2019/8/23, 111, 45, 48, 15, 2, 6
2019/8/24, 107, 34, 38, 14, 2, 5
2019/8/25, 86, 27, 21, 10, 2, 4
2019/8/26, 62, 33, 64, 13, 2, 4
2019/8/27, 71, 46, 68, 23, 3, 6
2019/8/28, 94, 30, 40, 18, 2, 6
2019/8/29, 80, 26, 36, 20, 2, 6
2019/8/30, 82, 56, 85, 24, 3, 9
2019/8/31, 142, 50, 66, 16, 2, 7
2019/9/1, 111, 21, 43, 15, 2, 5
2019/9/2, 65, 16, 34, 16, 2, 5
2019/9/3, 46, 24, 16, 29, 2, 6
2019/9/4, 68, 40, 17, 26, 2, 8
2019/9/5, 112, 25, 14, 17, 2, 5
2019/9/6, 65, 15, 9, 13, 2, 6
2019/9/7, 51, 34, 61, 15, 3, 7
2019/9/8, 76, 46, 73, 16, 3, 7
2019/9/9, 107, 39, 38, 19, 3, 6
2019/9/10, 89, 57, 92, 26, 3, 8
2019/9/11, 114, 43, 48, 15, 2, 6
2019/9/12, 101, 33, 52, 15, 2, 6
2019/9/13, 73, 31, 45, 12, 2, 5
2019/9/14, 65, 32, 37, 13, 2, 5
2019/9/15, 65, 25, 43, 10, 2, 7
2019/9/16, 59, 35, 57, 11, 2, 5
2019/9/17, 64, 45, 51, 13, 2, 6
2019/9/18, 83, 39, 54, 10, 3, 5
2019/9/19, 74, 35, 38, 9, 2, 5
2019/9/20, 98, 34, 55, 11, 3, 5
2019/9/21, 72, 22, 42, 9, 2, 4
2019/9/22, 57, 24, 37, 11, 2, 5
2019/9/23, 59, 46, 44, 21, 3, 7
2019/9/24, 80, 59, 88, 32, 4, 8
2019/9/25, 115, 57, 72, 28, 4, 7
2019/9/26, 248, 36, 55, 16, 3, 5
2019/9/27, 86, 38, 50, 19, 3, 4
2019/9/28, 92, 47, 43, 18, 3, 5
2019/9/29, 116, 43, 45, 16, 3, 4
2019/9/30, 101, 45, 39, 14, 3, 4
2019/10/1, 98, 21, 17, 10, 2, 3
2019/4/2, 115, 56, 53, 25, 3, 7
2019/4/3, 98, 60, 40, 34, 4, 8
2019/4/4, 134, 42, 41, 20, 2, 6
2019/4/5, 117, 63, 82, 24, 4, 8
2019/4/6, 151, 59, 74, 25, 4, 7
2019/4/7, 141, 81, 92, 31, 5, 9
2019/4/8, 156, 72, 71, 30, 5, 9
2019/4/9, 162, 47, 46, 14, 2, 6
2019/4/10, 113, 25, 35, 14, 2, 6
2019/4/11, 75, 38, 43, 20, 3, 7
2019/4/12, 90, 55, 61, 33, 4, 8
2019/4/13, 139, 38, 57, 19, 2, 6
2019/4/14, 88, 46, 49, 21, 3, 9
2019/4/15, 121, 56, 51, 22, 3, 8
2019/4/16, 105, 52, 48, 20, 2, 5
2019/4/17, 75, 50, 61, 21, 3, 6
2019/4/18, 124, 61, 91, 23, 3, 7
2019/4/19, 134, 51, 41, 23, 2, 6
2019/4/20, 128, 32, 40, 14, 2, 5
2019/4/21, 72, 38, 26, 20, 2, 5
2019/4/22, 89, 22, 22, 21, 2, 6
2019/4/23, 73, 45, 36, 27, 2, 10
2019/4/24, 119, 84, 23, 45, 3, 14
2019/4/25, 180, 46, 33, 27, 3, 7
2019/4/26, 114, 38, 37, 20, 2, 6
2019/4/27, 86, 37, 50, 15, 2, 5
2019/4/28, 67, 42, 36, 24, 2, 7
2019/4/29, 101, 38, 23, 29, 2, 7
2019/4/30, 113, 30, 31, 25, 2, 6
2019/5/1, 84, 69, 65, 29, 3, 9
2019/5/2, 143, 76, 53, 27, 3, 6
2019/5/3, 137, 63, 58, 30, 3, 6
2019/5/4, 95, 57, 74, 25, 3, 6
2019/5/5, 135, 56, 69, 12, 3, 5
2019/5/6, 119, 44, 50, 10, 3, 4
2019/5/7, 120, 47, 49, 13, 2, 4
2019/5/8, 64, 47, 54, 13, 2, 5
2019/5/9, 70, 54, 96, 20, 4, 6
2019/5/10, 110, 51, 87, 16, 3, 5
2019/5/11, 116, 57, 118, 19, 3, 6
2019/5/12, 125, 50, 89, 16, 3, 5
2019/5/13, 111, 40, 46, 17, 3, 5
2019/5/14, 88, 31, 48, 13, 2, 6
2019/5/15, 81, 29, 32, 14, 2, 6
2019/5/16, 80, 47, 28, 20, 2, 7
2019/5/17, 124, 31, 31, 18, 2, 7
2019/5/18, 76, 50, 34, 19, 2, 8
2019/5/19, 114, 59, 42, 24, 3, 8
2019/5/20, 144, 61, 47, 20, 3, 6
2019/5/21, 103, 70, 97, 27, 4, 6
2019/5/22, 101, 71, 112, 25, 5, 7
2019/5/23, 124, 80, 138, 29, 5, 7
2019/5/24, 152, 60, 93, 22, 3, 5
2019/5/25, 114, 49, 53, 9, 2, 5
2019/5/26, 86, 31, 37, 9, 2, 5
2019/5/27, 84, 35, 50, 12, 2, 6
2019/5/28, 97, 29, 47, 13, 2, 6
2019/5/29, 65, 53, 47, 38, 3, 9
2019/5/30, 117, 46, 65, 23, 2, 7
2019/5/31, 81, 57, 67, 22, 2, 10
2019/6/1, 143, 39, 50, 16, 2, 8
2019/6/2, 106, 29, 60, 12, 2, 7
2019/6/3, 76, 36, 68, 13, 2, 8
2019/6/4, 94, 42, 83, 15, 2, 7
2019/6/5, 102, 48, 71, 12, 2, 6
2019/6/6, 125, 36, 36, 11, 2, 5
2019/6/7, 83, 27, 48, 11, 2, 5
2019/6/8, 75, 31, 68, 11, 2, 5
2019/6/9, 85, 31, 68, 9, 1, 5
2019/6/10, 83, 46, 45, 16, 2, 7
2019/6/11, 120, 33, 48, 10, 2, 5
2019/6/12, 93, 27, 47, 9, 2, 4
2019/6/13, 71, 29, 43, 11, 2, 4
2019/6/14, 80, 26, 49, 12, 2, 4
2019/6/15, 74, 58, 125, 19, 4, 6
2019/6/16, 137, 71, 124, 17, 5, 7
2019/6/17, 162, 46, 58, 15, 6, 4
2019/6/18, 97, 23, 35, 16, 2, 5
2019/6/19, 71, 33, 36, 16, 1, 6
2019/6/20, 98, 26, 33, 11, 1, 5
2019/6/21, 82, 22, 33, 10, 2, 5
2019/6/22, 72, 35, 37, 12, 2, 5
2019/6/23, 96, 35, 48, 8, 2, 4
2019/6/24, 91, 28, 54, 8, 2, 4
2019/6/25, 107, 26, 36, 10, 2, 4
2019/6/26, 60, 27, 25, 17, 1, 5
2019/6/27, 73, 36, 68, 17, 1, 5
2019/6/28, 101, 48, 99, 15, 2, 5
2019/6/29, 114, 45, 35, 21, 1, 7
2019/6/30, 113, 25, 39, 19, 1, 7
2019/7/1, 76, 23, 40, 15, 1, 5
2019/1/2, 93, 61, 28, 19, 7, 7
2019/1/3, 158, 52, 24, 27, 5, 7
2019/1/4, 144, 25, 21, 28, 3, 5
2019/1/5, 75, 35, 20, 24, 3, 6
2019/1/6, 105, 35, 25, 22, 3, 3
2019/1/7, 95, 33, 22, 25, 4, 3
2019/1/8, 97, 50, 33, 21, 5, 6
2019/1/9, 159, 28, 26, 20, 4, 5
2019/1/10, 89, 21, 20, 24, 3, 5
2019/1/11, 78, 21, 19, 27, 3, 6
2019/1/12, 72, 41, 12, 25, 5, 11
2019/1/13, 120, 65, 20, 28, 4, 11
2019/1/14, 165, 65, 32, 32, 4, 8
2019/1/15, 164, 78, 38, 26, 6, 13
2019/1/16, 185, 53, 33, 24, 5, 6
2019/1/17, 105, 87, 24, 46, 7, 11
2019/1/18, 164, 77, 40, 40, 7, 9
2019/1/19, 168, 73, 27, 43, 6, 10
2019/1/20, 162, 74, 34, 29, 7, 10
2019/1/21, 160, 57, 27, 39, 7, 7
2019/1/22, 124, 78, 27, 45, 8, 10
2019/1/23, 167, 81, 38, 53, 7, 11
2019/1/24, 172, 78, 42, 48, 8, 10
2019/1/25, 173, 40, 36, 29, 5, 5
2019/1/26, 100, 34, 30, 14, 4, 4
2019/1/27, 69, 36, 33, 22, 4, 4
2019/1/28, 71, 54, 24, 33, 6, 7
2019/1/29, 128, 63, 30, 26, 4, 6
2019/1/30, 120, 53, 29, 31, 3, 6
2019/1/31, 92, 27, 34, 12, 2, 5
2019/2/1, 62, 60, 29, 15, 3, 8
2019/2/2, 147, 61, 36, 16, 3, 7
2019/2/3, 142, 59, 21, 19, 4, 11
2019/2/4, 143, 94, 36, 16, 4, 9
2019/2/5, 151, 64, 37, 12, 3, 5
2019/2/6, 76, 58, 36, 15, 3, 7
2019/2/7, 131, 41, 33, 8, 3, 5
2019/2/8, 92, 23, 31, 8, 2, 3
2019/2/9, 59, 19, 31, 7, 2, 3
2019/2/10, 58, 25, 30, 10, 3, 4
2019/2/11, 73, 30, 30, 14, 4, 5
2019/2/12, 91, 28, 31, 16, 3, 5
2019/2/13, 84, 34, 36, 11, 2, 4
2019/2/14, 87, 39, 37, 13, 2, 4
2019/2/15, 93, 19, 28, 17, 2, 3
2019/2/16, 67, 51, 32, 12, 2, 4
2019/2/17, 122, 40, 36, 12, 3, 3
2019/2/18, 94, 23, 28, 19, 2, 2
2019/2/19, 68, 32, 14, 26, 2, 6
2019/2/20, 99, 44, 25, 21, 2, 6
2019/2/21, 131, 52, 35, 18, 3, 6
2019/2/22, 148, 47, 30, 22, 2, 7
2019/2/23, 137, 84, 36, 32, 5, 10
2019/2/24, 185, 81, 41, 44, 7, 11
2019/2/25, 180, 67, 31, 47, 4, 9
2019/2/26, 191, 50, 41, 22, 3, 5
2019/2/27, 113, 41, 30, 23, 2, 6
2019/2/28, 93, 39, 32, 22, 3, 5
2019/3/1, 101, 76, 47, 29, 4, 7
2019/3/2, 157, 51, 40, 24, 2, 6
2019/3/3, 140, 67, 34, 32, 3, 8
2019/3/4, 161, 77, 47, 28, 4, 8
2019/3/5, 172, 69, 42, 28, 2, 7
2019/3/6, 168, 66, 52, 24, 2, 10
2019/3/7, 157, 67, 50, 16, 3, 8
2019/3/8, 140, 40, 38, 18, 2, 4
2019/3/9, 76, 33, 24, 41, 2, 8
2019/3/10, 97, 51, 23, 28, 2, 9
2019/3/11, 135, 77, 49, 40, 4, 9
2019/3/12, 157, 90, 47, 29, 4, 8
2019/3/13, 155, 61, 39, 19, 3, 4
2019/3/14, 78, 35, 36, 23, 2, 5
2019/3/15, 75, 55, 45, 28, 5, 7
2019/3/16, 132, 63, 62, 28, 5, 6
2019/3/17, 201, 72, 75, 33, 6, 9
2019/3/18, 220, 39, 41, 22, 2, 6
2019/3/19, 106, 43, 50, 30, 3, 7
2019/3/20, 109, 48, 48, 25, 3, 8
2019/3/21, 100, 53, 40, 20, 3, 10
2019/3/22, 138, 35, 39, 12, 2, 5
2019/3/23, 72, 42, 44, 20, 4, 7
2019/3/24, 89, 50, 53, 18, 3, 6
2019/3/25, 117, 56, 42, 32, 3, 8
2019/3/26, 146, 61, 50, 35, 4, 8
2019/3/27, 145, 53, 41, 34, 4, 9
2019/3/28, 135, 60, 32, 39, 3, 11
2019/3/29, 151, 55, 43, 28, 3, 7
2019/3/30, 126, 64, 42, 27, 4, 8
2019/3/31, 136, 49, 44, 15, 3, 5
2019/4/1, 64, 51, 60, 24, 4, 6
2018/10/2, 72, 39, 58, 15, 4, 6
2018/10/3, 85, 31, 57, 15, 3, 4
2018/10/4, 84, 30, 56, 9, 3, 4
2018/10/5, 75, 24, 45, 7, 3, 4
2018/10/6, 72, 38, 50, 12, 4, 4
2018/10/7, 88, 49, 90, 15, 4, 5
2018/10/8, 103, 39, 44, 14, 3, 3
2018/10/9, 74, 41, 34, 25, 3, 5
2018/10/10, 87, 40, 36, 14, 4, 4
2018/10/11, 93, 30, 38, 12, 3, 3
2018/10/12, 131, 30, 39, 17, 3, 4
2018/10/13, 103, 28, 46, 20, 3, 4
2018/10/14, 74, 22, 37, 18, 3, 2
2018/10/15, 66, 22, 43, 14, 3, 3
2018/10/16, 63, 27, 43, 15, 3, 4
